Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo X-' X-s O-Nik X-##ke X-##i O-Index O-of B-dependent-225 B-head-stocks O-jumped O-52 X-##7 X-. X-39 O-points O-to O-close O-at O-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"By 1973, the U.S. was bringing in two million barrels of Arab oil a day, more than 10% of the 17.3 million barrels consumed daily.","O-By O-1973 O-, O-the O-U X-. X-S X-. O-was O-bringing O-in O-two O-million O-barrels O-of O-Arab O-oil O-a O-day O-, O-more O-than B-dependent-10 B-head-% O-of O-the O-17 X-. X-3 O-million O-barrels O-consumed O-daily O-."
"By 1973, the U.S. was bringing in two million barrels of Arab oil a day, more than 10% of the 17.3 million barrels consumed daily.","O-By O-1973 O-, O-the O-U X-. X-S X-. O-was O-bringing O-in O-two O-million O-barrels O-of O-Arab O-oil O-a O-day O-, O-more O-than O-10 O-% O-of O-the O-17 X-. X-3 B-dependent-million B-head-barrels O-consumed O-daily O-."
"The embargo lasted only six months, but the price hikes became a fact of life.","O-The O-em X-##bar X-##go O-lasted O-only B-dependent-six B-head-months O-, O-but O-the O-price O-hike X-##s O-became O-a O-fact O-of O-life O-."
"Once and for all, $5-a-barrel crude oil and 35-cents-a-gallon gasoline were history.","O-Once O-and O-for O-all O-, B-head-$ B-dependent-5 O-- O-a O-- O-barrel O-crude O-oil O-and O-35 O-- O-cents O-- O-a O-- O-gal X-##lon O-gasoline O-were O-history O-."
"Once and for all, $5-a-barrel crude oil and 35-cents-a-gallon gasoline were history.","O-Once O-and O-for O-all O-, O-$ O-5 O-- O-a O-- O-barrel O-crude O-oil O-and B-dependent-35 O-- B-head-cents O-- O-a O-- O-gal X-##lon O-gasoline O-were O-history O-."
"Lockheed Corp. -- $300 million of 9 3/8% notes due Oct. 15, 1999, priced at 99.90 to yield 9.39%.","O-Lockheed O-Corp X-. O-- X-- B-head-$ O-300 B-dependent-million O-of O-9 O-3 X-/ X-8 O-% O-notes O-due O-Oct X-. O-15 O-, O-1999 O-, O-priced O-at O-99 X-. X-90 O-to O-yield O-9 X-. X-39 O-% O-."
"Lockheed Corp. -- $300 million of 9 3/8% notes due Oct. 15, 1999, priced at 99.90 to yield 9.39%.","O-Lockheed O-Corp X-. O-- X-- O-$ O-300 O-million O-of B-dependent-9 O-3 X-/ X-8 B-head-% O-notes O-due O-Oct X-. O-15 O-, O-1999 O-, O-priced O-at O-99 X-. X-90 O-to O-yield O-9 X-. X-39 O-% O-."
"Lockheed Corp. -- $300 million of 9 3/8% notes due Oct. 15, 1999, priced at 99.90 to yield 9.39%.","O-Lockheed O-Corp X-. O-- X-- O-$ O-300 O-million O-of O-9 B-dependent-3 X-/ X-8 B-head-% O-notes O-due O-Oct X-. O-15 O-, O-1999 O-, O-priced O-at O-99 X-. X-90 O-to O-yield O-9 X-. X-39 O-% O-."
"Lockheed Corp. -- $300 million of 9 3/8% notes due Oct. 15, 1999, priced at 99.90 to yield 9.39%.","O-Lockheed O-Corp X-. O-- X-- O-$ O-300 O-million O-of O-9 O-3 X-/ X-8 O-% O-notes O-due B-head-Oct X-. B-dependent-15 O-, O-1999 O-, O-priced O-at O-99 X-. X-90 O-to O-yield O-9 X-. X-39 O-% O-."
"Lockheed Corp. -- $300 million of 9 3/8% notes due Oct. 15, 1999, priced at 99.90 to yield 9.39%.","O-Lockheed O-Corp X-. O-- X-- O-$ O-300 O-million O-of O-9 O-3 X-/ X-8 O-% O-notes O-due B-head-Oct X-. O-15 O-, B-dependent-1999 O-, O-priced O-at O-99 X-. X-90 O-to O-yield O-9 X-. X-39 O-% O-."
"Lockheed Corp. -- $300 million of 9 3/8% notes due Oct. 15, 1999, priced at 99.90 to yield 9.39%.","O-Lockheed O-Corp X-. O-- X-- O-$ O-300 O-million O-of O-9 O-3 X-/ X-8 O-% O-notes O-due O-Oct X-. O-15 O-, O-1999 O-, O-priced O-at O-99 X-. X-90 O-to O-yield B-dependent-9 X-. X-39 B-head-% O-."
The issue was priced at a spread of 137.5 basis points above the Treasury's 10-year note.,O-The O-issue O-was O-priced O-at O-a O-spread O-of B-dependent-137 X-. X-5 O-basis B-head-points O-above O-the O-Treasury O-' X-s O-10 O-- O-year O-note O-.
The issue was priced at a spread of 137.5 basis points above the Treasury's 10-year note.,O-The O-issue O-was O-priced O-at O-a O-spread O-of O-137 X-. X-5 O-basis O-points O-above O-the O-Treasury O-' X-s B-dependent-10 O-- B-head-year O-note O-.
"California Health Facilities Financing Authority -- $144.35 million of revenue bonds for Kaiser Permanente, due 19931999, 2004, 2008, 2018 and 2019, tentatively priced by a PaineWebber Inc. group to yield from 6.25% in 1993 to 7.227% in 2018.","O-California O-Health O-F X-##ac X-##ilities O-Fin X-##an X-##cing O-Authority O-- X-- B-head-$ O-144 X-. X-35 B-dependent-million O-of O-revenue O-bonds O-for O-Kaiser O-Permanent X-##e O-, O-due O-1993 X-##19 X-##9 X-##9 O-, O-2004 O-, O-2008 O-, O-2018 O-and O-2019 O-, O-tentatively O-priced O-by O-a O-Pain X-##e X-##W X-##eb X-##ber O-Inc X-. O-group O-to O-yield O-from O-6 X-. X-25 O-% O-in O-1993 O-to O-7 X-. X-227 O-% O-in O-2018 O-."
"California Health Facilities Financing Authority -- $144.35 million of revenue bonds for Kaiser Permanente, due 19931999, 2004, 2008, 2018 and 2019, tentatively priced by a PaineWebber Inc. group to yield from 6.25% in 1993 to 7.227% in 2018.","O-California O-Health O-F X-##ac X-##ilities O-Fin X-##an X-##cing O-Authority O-- X-- O-$ O-144 X-. X-35 O-million O-of O-revenue O-bonds O-for O-Kaiser O-Permanent X-##e O-, O-due O-1993 X-##19 X-##9 X-##9 O-, O-2004 O-, O-2008 O-, O-2018 O-and O-2019 O-, O-tentatively O-priced O-by O-a O-Pain X-##e X-##W X-##eb X-##ber O-Inc X-. O-group O-to O-yield O-from B-dependent-6 X-. X-25 B-head-% O-in O-1993 O-to O-7 X-. X-227 O-% O-in O-2018 O-."
"California Health Facilities Financing Authority -- $144.35 million of revenue bonds for Kaiser Permanente, due 19931999, 2004, 2008, 2018 and 2019, tentatively priced by a PaineWebber Inc. group to yield from 6.25% in 1993 to 7.227% in 2018.","O-California O-Health O-F X-##ac X-##ilities O-Fin X-##an X-##cing O-Authority O-- X-- O-$ O-144 X-. X-35 O-million O-of O-revenue O-bonds O-for O-Kaiser O-Permanent X-##e O-, O-due O-1993 X-##19 X-##9 X-##9 O-, O-2004 O-, O-2008 O-, O-2018 O-and O-2019 O-, O-tentatively O-priced O-by O-a O-Pain X-##e X-##W X-##eb X-##ber O-Inc X-. O-group O-to O-yield O-from O-6 X-. X-25 O-% O-in O-1993 O-to B-dependent-7 X-. X-227 B-head-% O-in O-2018 O-."
Serial bonds were priced to yield to 6.80% in 1999.,O-Ser X-##ial O-bonds O-were O-priced O-to O-yield O-to B-dependent-6 X-. X-80 B-head-% O-in O-1999 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about B-head-$ O-10 B-dependent-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of B-dependent-7 B-head-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield B-dependent-7 X-. X-08 X-##1 B-head-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about B-head-$ O-15 B-dependent-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of B-dependent-7 B-head-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield B-dependent-7 X-. X-145 B-head-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about B-head-$ O-88 X-. X-35 B-dependent-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of B-dependent-7 B-head-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield B-dependent-7 X-. X-227 B-head-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about B-head-$ O-15 B-dependent-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of B-dependent-6 O-3 X-/ X-4 B-head-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 B-dependent-3 X-/ X-4 B-head-% O-bonds O-priced O-to O-yield O-7 X-. X-15 O-% O-in O-2019 O-.
There are about $10 million of 7% bonds priced at 99 1/4 to yield 7.081% in 2004; about $15 million of 7% bonds priced at 98 1/2 to yield 7.145% in 2008; about $88.35 million of 7% bonds priced at 97 1/4 to yield 7.227% in 2018; and about $15 million of 6 3/4% bonds priced to yield 7.15% in 2019.,O-There O-are O-about O-$ O-10 O-million O-of O-7 O-% O-bonds O-priced O-at O-99 O-1 O-/ O-4 O-to O-yield O-7 X-. X-08 X-##1 O-% O-in O-2004 O-; O-about O-$ O-15 O-million O-of O-7 O-% O-bonds O-priced O-at O-98 O-1 X-/ X-2 O-to O-yield O-7 X-. X-145 O-% O-in O-2008 O-; O-about O-$ O-88 X-. X-35 O-million O-of O-7 O-% O-bonds O-priced O-at O-97 O-1 X-/ O-4 O-to O-yield O-7 X-. X-227 O-% O-in O-2018 O-; O-and O-about O-$ O-15 O-million O-of O-6 O-3 X-/ X-4 O-% O-bonds O-priced O-to O-yield B-dependent-7 X-. X-15 B-head-% O-in O-2019 O-.
"Pennsylvania Higher Education Facilities Authority -- approximately $117 million of revenue bonds for Hahnemann University, Series 1989, due 1990-2002, 2009 and 2019, priced late Monday by a Merrill Lynch Capital Markets group to yield from 6% in 1990 to 7.282% in 2019.","O-Pennsylvania O-Higher O-Education O-F X-##ac X-##ilities O-Authority O-- X-- O-approximately B-head-$ O-117 B-dependent-million O-of O-revenue O-bonds O-for O-Hahn X-##emann O-University O-, O-Series O-1989 O-, O-due O-1990 O-- O-2002 O-, O-2009 O-and O-2019 O-, O-priced O-late O-Monday O-by O-a O-Merrill O-Lynch O-Capital O-Markets O-group O-to O-yield O-from O-6 O-% O-in O-1990 O-to O-7 X-. X-28 X-##2 O-% O-in O-2019 O-."
"Pennsylvania Higher Education Facilities Authority -- approximately $117 million of revenue bonds for Hahnemann University, Series 1989, due 1990-2002, 2009 and 2019, priced late Monday by a Merrill Lynch Capital Markets group to yield from 6% in 1990 to 7.282% in 2019.","O-Pennsylvania O-Higher O-Education O-F X-##ac X-##ilities O-Authority O-- X-- O-approximately O-$ O-117 O-million O-of O-revenue O-bonds O-for O-Hahn X-##emann O-University O-, O-Series O-1989 O-, O-due O-1990 O-- O-2002 O-, O-2009 O-and O-2019 O-, O-priced O-late O-Monday O-by O-a O-Merrill O-Lynch O-Capital O-Markets O-group O-to O-yield O-from B-dependent-6 B-head-% O-in O-1990 O-to O-7 X-. X-28 X-##2 O-% O-in O-2019 O-."
"Pennsylvania Higher Education Facilities Authority -- approximately $117 million of revenue bonds for Hahnemann University, Series 1989, due 1990-2002, 2009 and 2019, priced late Monday by a Merrill Lynch Capital Markets group to yield from 6% in 1990 to 7.282% in 2019.","O-Pennsylvania O-Higher O-Education O-F X-##ac X-##ilities O-Authority O-- X-- O-approximately O-$ O-117 O-million O-of O-revenue O-bonds O-for O-Hahn X-##emann O-University O-, O-Series O-1989 O-, O-due O-1990 O-- O-2002 O-, O-2009 O-and O-2019 O-, O-priced O-late O-Monday O-by O-a O-Merrill O-Lynch O-Capital O-Markets O-group O-to O-yield O-from O-6 O-% O-in O-1990 O-to B-dependent-7 X-. X-28 X-##2 B-head-% O-in O-2019 O-."
