Tokyo's Nikkei Index of 225 stocks jumped 527.39 points to close at 34996.08.,O-Tokyo O-' X-s O-Nik X-##ke X-##i O-Index O-of B-CD-225 O-stocks O-jumped B-CD-52 X-##7 X-. X-39 O-points O-to O-close O-at B-CD-34 X-##9 X-##9 X-##6 X-. X-08 O-.
"Sammi Steel Co. (Korea) -- $50 million of bonds due Nov. 8, 1994, with equity-purchase warrants, indicating a 1 1/4% to 1 3/4% coupon at par, via Merrill Lynch International Ltd. and Dong Suh Securities Co.","O-Sam X-##mi O-Steel O-Co O-. O-( O-Korea O-) O-- X-- O-$ B-CD-50 B-CD-million O-of O-bonds O-due O-Nov X-. B-CD-8 O-, B-CD-1994 O-, O-with O-equity X-- X-purchase O-warrant X-##s O-, O-indicating O-a B-CD-1 B-CD-1 O-/ B-CD-4 O-% O-to B-CD-1 B-CD-3 O-/ B-CD-4 O-% O-coup X-##on O-at O-par O-, O-via O-Merrill O-Lynch O-International O-Ltd X-. O-and O-Dong O-Su X-##h O-Securities O-Co O-."
"Each $5,000 bond carries one warrant, exercisable from May 8, 1991, through Oct. 8, 1994, to buy company shares at an expected premium of 75% to 85% to the closing share price when terms are fixed Oct. 18.","O-Each O-$ B-CD-5 X-, X-000 O-bond O-carries B-CD-one O-warrant O-, O-ex X-##er X-##cis X-##able O-from O-May B-CD-8 O-, B-CD-1991 O-, O-through O-Oct X-. B-CD-8 O-, B-CD-1994 O-, O-to O-buy O-company O-shares O-at O-an O-expected O-premium O-of B-CD-75 O-% O-to B-CD-85 O-% O-to O-the O-closing O-share O-price O-when O-terms O-are O-fixed O-Oct X-. B-CD-18 O-."
"Redland International Funding PLC (U.K. parent) -- 150 million Australian dollars of 15 3/8% bonds due Nov. 8, 1996, priced at 101 3/4 to yield 15.44% less full fees, via JP Morgan Securities Ltd. Guaranteed by Redland PLC.","O-Red X-##land O-International O-Funding O-P X-##LC O-( O-U X-. X-K X-. O-parent O-) O-- X-- B-CD-150 B-CD-million O-Australian O-dollars O-of B-CD-15 B-CD-3 O-/ B-CD-8 O-% O-bonds O-due O-Nov X-. B-CD-8 O-, B-CD-1996 O-, O-priced O-at B-CD-101 B-CD-3 O-/ B-CD-4 O-to O-yield B-CD-15 X-. X-44 O-% O-less O-full O-fees O-, O-via O-JP O-Morgan O-Securities O-Ltd O-. O-G X-##ua X-##rant X-##eed O-by O-Red X-##land O-P X-##LC O-."
Fees 2.,O-Fe X-##es B-CD-2 O-.
"Tennessee Valley Authority -- A $4 billion, three-part offering of power bonds priced through an underwriting group led by First Boston Corp.","O-Tennessee O-Valley O-Authority O-- X-- O-A O-$ B-CD-4 B-CD-billion O-, O-three X-- X-part O-offering O-of O-power O-bonds O-priced O-through O-an O-under X-##writing O-group O-led O-by O-First O-Boston O-Corp O-."
The size of the issue was increased from an originally planned $3 billion.,O-The O-size O-of O-the O-issue O-was O-increased O-from O-an O-originally O-planned O-$ B-CD-3 B-CD-billion O-.
"The first part, consisting of $2 billion of bonds due Oct. 1, 2019, with a five-year non-call provision, was priced as 8 3/4% securities at 96.808 to yield 9.06%.","O-The O-first O-part O-, O-consisting O-of O-$ B-CD-2 B-CD-billion O-of O-bonds O-due O-Oct X-. B-CD-1 O-, B-CD-2019 O-, O-with O-a O-five X-- X-year O-non X-- X-call O-provision O-, O-was O-priced O-as B-CD-8 B-CD-3 O-/ B-CD-4 O-% O-securities O-at B-CD-96 X-. X-80 X-##8 O-to O-yield B-CD-9 X-. X-06 O-% O-."
The 30-year issue was priced at a spread of 105 basis points above the Treasury's 30-year bellwether bond.,O-The O-30 X-- X-year O-issue O-was O-priced O-at O-a O-spread O-of B-CD-105 O-basis O-points O-above O-the O-Treasury O-' X-s O-30 X-- X-year O-bell X-##we X-##ther O-bond O-.
"The second part, consisting of $1 billion of noncallable bonds due Oct. 1, 1999, was priced as 8 3/8% securities at 99.691 to yield 8.42%.","O-The O-second O-part O-, O-consisting O-of O-$ B-CD-1 B-CD-billion O-of O-non X-##cal X-##la X-##ble O-bonds O-due O-Oct X-. B-CD-1 O-, B-CD-1999 O-, O-was O-priced O-as B-CD-8 B-CD-3 O-/ B-CD-8 O-% O-securities O-at B-CD-99 X-. X-69 X-##1 O-to O-yield B-CD-8 X-. X-42 O-% O-."
The 10-year issue was priced at a spread of 43 basis points above the Treasury's 10-year note.,O-The O-10 X-- X-year O-issue O-was O-priced O-at O-a O-spread O-of B-CD-43 O-basis O-points O-above O-the O-Treasury O-' X-s O-10 X-- X-year O-note O-.
"The third part, consisting of $1 billion of noncallable bonds due Oct. 1, 1994, was priced as 8 1/4% securities at 99.672 to yield 8.33%.","O-The O-third O-part O-, O-consisting O-of O-$ B-CD-1 B-CD-billion O-of O-non X-##cal X-##la X-##ble O-bonds O-due O-Oct X-. B-CD-1 O-, B-CD-1994 O-, O-was O-priced O-as B-CD-8 B-CD-1 O-/ B-CD-4 O-% O-securities O-at B-CD-99 X-. X-67 X-##2 O-to O-yield B-CD-8 X-. X-33 O-% O-."
The five-year issue was priced at a spread of 43 basis points above the Treasury's comparable note.,O-The O-five X-- X-year O-issue O-was O-priced O-at O-a O-spread O-of B-CD-43 O-basis O-points O-above O-the O-Treasury O-' X-s O-comparable O-note O-.
"As part of his plea agreement with the government, the 44-year-old Mr. Craig faces a maximum of three years in prison.","O-As O-part O-of O-his O-plea O-agreement O-with O-the O-government O-, O-the B-CD-44 X-- X-year X-- X-old O-Mr X-. O-Craig O-faces O-a O-maximum O-of B-CD-three O-years O-in O-prison O-."
Mr. Craig and three others were indicted last year as part of that payola probe.,O-Mr X-. O-Craig O-and B-CD-three O-others O-were O-indicted O-last O-year O-as O-part O-of O-that O-pay X-##ola O-probe O-.
"Two other defendants previously pleaded guilty, and charges against the third were dropped.","B-CD-Two O-other O-defendants O-previously O-pleaded O-guilty O-, O-and O-charges O-against O-the O-third O-were O-dropped O-."
"The National Broadcasting Co., a unit of General Electric Co., had its record-breaking 68-week reign as the prime-time ratings leader snapped yesterday by ABC-TV, a subsidiary of Capital Cities/ABC Inc.","O-The O-National O-Broadcasting O-Co X-. O-, O-a O-unit O-of O-General O-Electric O-Co X-. O-, O-had O-its O-record X-- X-breaking B-CD-68 X-- X-week O-reign O-as O-the O-prime X-- X-time O-ratings O-leader O-snapped O-yesterday O-by O-ABC X-- X-TV O-, O-a O-subsidiary O-of O-Capital O-Cities O-/ O-ABC O-Inc O-."
"In the ratings compiled by the A.C. Nielsen Co., ABC, which broadcast the World Series, topped the competition with a 14.8 rating and 25 share.","O-In O-the O-ratings O-compiled O-by O-the O-A X-. X-C O-. O-Nielsen O-Co X-. O-, O-ABC O-, O-which O-broadcast O-the O-World O-Series O-, O-topped O-the O-competition O-with O-a B-CD-14 X-. X-8 O-rating O-and B-CD-25 O-share O-."
NBC was second with a 13.9 rating and 24 share followed by CBS Inc. 's television network with a 12.5 rating and 21 share.,O-NBC O-was O-second O-with O-a B-CD-13 X-. X-9 O-rating O-and B-CD-24 O-share O-followed O-by O-CBS O-Inc O-. O-' O-s O-television O-network O-with O-a B-CD-12 X-. X-5 O-rating O-and B-CD-21 O-share O-.
"(A ratings point represents 904,000 television households; shares indicate the percentage of sets in use.)","O-( O-A O-ratings O-point O-represents B-CD-90 X-##4 X-, X-000 O-television O-households O-; O-shares O-indicate O-the O-percentage O-of O-sets O-in O-use O-. O-)"
The first two games of the World Series between the Oakland Athletics and San Francisco Giants didn't finish in the top 10; instead they landed in 16th and 18th place.,O-The O-first B-CD-two O-games O-of O-the O-World O-Series O-between O-the O-Oakland O-Athletics O-and O-San O-Francisco O-Giants O-did O-n X-' X-t O-finish O-in O-the O-top B-CD-10 O-; O-instead O-they O-landed O-in O-16th O-and O-18th O-place O-.
NBC had five of the top 10 shows; ABC had four and CBS had one.,O-NBC O-had B-CD-five O-of O-the O-top B-CD-10 O-shows O-; O-ABC O-had B-CD-four O-and O-CBS O-had B-CD-one O-.
1 victories -- 46 weeks -- during the 1962-63 season.,B-CD-1 O-victories O-- X-- B-CD-46 O-weeks O-- X-- O-during O-the B-CD-1962 X-- X-63 O-season O-.
"George W. Koch, 63 years old, president and chief executive officer of Grocery Manufacturers of America Inc., was elected a director of this maker of spices, seasonings and specialty foods, succeeding Erskin N. White Jr., 65, who resigned.","O-George O-W X-. O-Koch O-, B-CD-63 O-years O-old O-, O-president O-and O-chief O-executive O-officer O-of O-G X-##ro X-##cer X-##y O-Man X-##uf X-##act X-##urers O-of O-America O-Inc X-. O-, O-was O-elected O-a O-director O-of O-this O-maker O-of O-spices O-, O-season X-##ings O-and O-specialty O-foods O-, O-succeeding O-E X-##rsk X-##in O-N X-. O-White O-Jr X-. O-, B-CD-65 O-, O-who O-resigned O-."
"Heinz Co., 60 floors above the bustle of Pittsburgh.","O-Heinz O-Co X-. O-, B-CD-60 O-floors O-above O-the O-bust X-##le O-of O-Pittsburgh O-."
The massages last 15 minutes and typically cost about $10.,O-The O-massage X-##s O-last B-CD-15 O-minutes O-and O-typically O-cost O-about O-$ B-CD-10 O-.
Ms. Vidunas has been seeing some 15 clients a visit since the program was started at Heinz last year.,O-Ms O-. O-V X-##id X-##una X-##s O-has O-been O-seeing O-some B-CD-15 O-clients O-a O-visit O-since O-the O-program O-was O-started O-at O-Heinz O-last O-year O-.
"Adds Candice Ohlman, the 35-year-old masseuse who plies her trade in the Grand Rapids office, ""They fall in love with my hands.""","O-Ad X-##ds O-Can X-##dice O-Oh X-##lman O-, O-the B-CD-35 X-- X-year X-- X-old O-mass X-##eus X-##e O-who O-p X-##lies O-her O-trade O-in O-the O-Grand O-Rapids O-office O-, O-"" O-They O-fall O-in O-love O-with O-my O-hands O-. O-"""
"Three years ago, the Internal Revenue Service's office in San Jose, Calif., opened its doors to on-site massage.","B-CD-Three O-years O-ago O-, O-the O-Internal O-Revenue O-Service O-' X-s O-office O-in O-San O-Jose O-, O-Cal X-##if X-. O-, O-opened O-its O-doors O-to O-on X-- X-site O-massage O-."
"But after about eight months, the vice president of the division, Ed Soule, learned about the sessions and brought them to a halt.","O-But O-after O-about B-CD-eight O-months O-, O-the O-vice O-president O-of O-the O-division O-, O-Ed O-Soul X-##e O-, O-learned O-about O-the O-sessions O-and O-brought O-them O-to O-a O-halt O-."
He visits the same department every two or three weeks.,O-He O-visits O-the O-same O-department O-every B-CD-two O-or B-CD-three O-weeks O-.
"""This is common with a lot of large companies,"" says Mr. Borner, who worked for American Telephone & Telegraph Co. for 23 years before choosing his current trade.","O-"" O-This O-is O-common O-with O-a O-lot O-of O-large O-companies O-, X-"" O-says O-Mr X-. O-Born X-##er O-, O-who O-worked O-for O-American O-Telephone O-& O-Telegraph O-Co X-. O-for B-CD-23 O-years O-before O-choosing O-his O-current O-trade O-."
"To help do this, Mr. Palmer developed a portable massage chair three years ago that he hopes will bring ""structured touching"" into mainstream America.","O-To O-help O-do O-this O-, O-Mr X-. O-Palmer O-developed O-a O-portable O-massage O-chair B-CD-three O-years O-ago O-that O-he O-hopes O-will O-bring O-"" O-structured O-touching O-"" O-into O-mainstream O-America O-."
"""The culture is not ready to take off its clothes, lie down and be touched for an hour for $45,"" he says.","O-"" O-The O-culture O-is O-not O-ready O-to O-take O-off O-its O-clothes O-, O-lie O-down O-and O-be O-touched O-for O-an O-hour O-for O-$ B-CD-45 O-, X-"" O-he O-says O-."
"Sitting in one of Mr. Palmer's chairs, which cost $425 and have since been copied by others, is a bit like straddling a recliner.","O-Sitting O-in B-CD-one O-of O-Mr X-. O-Palmer O-' X-s O-chairs O-, O-which O-cost O-$ B-CD-425 O-and O-have O-since O-been O-copied O-by O-others O-, O-is O-a O-bit O-like O-s X-##tra X-##ddling O-a O-re X-##cline X-##r O-."
"Mr. Palmer, who serves as president of the On-Site Massage Association and writes an industry newsletter, says some 4,000 practitioners -- out of about 50,000 certified masseurs across the country -- now use massage chairs in the workplace, as well as on street corners, in airports and malls, and at conventions and other gatherings where weary people can be found.","O-Mr X-. O-Palmer O-, O-who O-serves O-as O-president O-of O-the O-On X-- X-Site O-Mass X-##age O-Association O-and O-writes O-an O-industry O-newsletter O-, O-says O-some B-CD-4 X-, X-000 O-practitioners O-- X-- O-out O-of O-about B-CD-50 X-, X-000 O-certified O-mass X-##eur X-##s O-across O-the O-country O-- X-- O-now O-use O-massage O-chairs O-in O-the O-workplace O-, O-as O-well O-as O-on O-street O-corners O-, O-in O-airports O-and O-mall X-##s O-, O-and O-at O-conventions O-and O-other O-gatherings O-where O-weary O-people O-can O-be O-found O-."
"Three minutes into the massage, the man curled up, began shaking and turned red.","B-CD-Three O-minutes O-into O-the O-massage O-, O-the O-man O-curled O-up O-, O-began O-shaking O-and O-turned O-red O-."
"""It was a powerful point in my career,"" says the 31-year-old Mr. MacInnis, who has since taken out a $1 million liability policy for his business.","O-"" O-It O-was O-a O-powerful O-point O-in O-my O-career O-, X-"" O-says O-the B-CD-31 X-- X-year X-- X-old O-Mr X-. O-Mac X-##I X-##nn X-##is O-, O-who O-has O-since O-taken O-out O-a O-$ B-CD-1 B-CD-million O-liability O-policy O-for O-his O-business O-."
"""But he pulled through, and after the ambulance left, there were still six people in line waiting for a massage.","O-"" O-But O-he O-pulled O-through O-, O-and O-after O-the O-ambulance O-left O-, O-there O-were O-still B-CD-six O-people O-in O-line O-waiting O-for O-a O-massage O-."
"Loral Corp. said it received a $325 million order from Turkey's Ministry of Defense, the largest contract the company ever has received.","O-Lo X-##ral O-Corp O-. O-said O-it O-received O-a O-$ B-CD-325 B-CD-million O-order O-from O-Turkey O-' X-s O-Ministry O-of O-Defense O-, O-the O-largest O-contract O-the O-company O-ever O-has O-received O-."
The defense electronics maker said delivery will begin in October 1991 and run through mid-1995.,O-The O-defense O-electronics O-maker O-said O-delivery O-will O-begin O-in O-October B-CD-1991 O-and O-run O-through O-mid X-- X-1995 O-.
"Mr. Craven joined Morgan Grenfell as group chief executive in May 1987, a few months after the resignations of former Chief Executive Christopher Reeves and other top officials because of the merchant bank's role in Guinness PLC's controversial takeover of Distiller's Co. in 1986.","O-Mr X-. O-Craven O-joined O-Morgan O-G X-##ren X-##fell O-as O-group O-chief O-executive O-in O-May B-CD-1987 O-, O-a O-few O-months O-after O-the O-resignation X-##s O-of O-former O-Chief O-Executive O-Christopher O-Reeves O-and O-other O-top O-officials O-because O-of O-the O-merchant O-bank O-' X-s O-role O-in O-Guinness O-P X-##LC O-' X-s O-controversial O-takeover O-of O-Di X-##st X-##ille X-##r O-' X-s O-Co X-. O-in B-CD-1986 O-."
News of Mr. Eward's retirement comes one day after Morgan said that Christopher Whittington resigned as chairman of Morgan's banking subsidiary to join a financial services firm.,O-News O-of O-Mr X-. O-E X-##ward O-' X-s O-retirement O-comes B-CD-one O-day O-after O-Morgan O-said O-that O-Christopher O-W X-##hit X-##ting X-##ton O-resigned O-as O-chairman O-of O-Morgan O-' X-s O-banking O-subsidiary O-to O-join O-a O-financial O-services O-firm O-.
"Last month, Morgan Grenfell announced its pretax profit rose 49.6% to #32.8 million in the first half, boosted by a healthy growth in its domestic and international corporate finance business.","O-Last O-month O-, O-Morgan O-G X-##ren X-##fell O-announced O-its O-pre X-##ta X-##x O-profit O-rose B-CD-49 X-. X-6 O-% O-to O-# B-CD-32 X-. X-8 B-CD-million O-in O-the O-first O-half O-, O-boost X-##ed O-by O-a O-healthy O-growth O-in O-its O-domestic O-and O-international O-corporate O-finance O-business O-."
"Last week another potential buyer, Whitehall Financial Group -- which had agreed in August to purchase most of Integrated's core companies for $310 million -- ended talks with Integrated.","O-Last O-week O-another O-potential O-buyer O-, O-White X-##hall O-Financial O-Group O-- X-- O-which O-had O-agreed O-in O-August O-to O-purchase O-most O-of O-Integrated O-' X-s O-core O-companies O-for O-$ B-CD-310 B-CD-million O-- X-- O-ended O-talks O-with O-Integrated O-."
"Integrated said that it would continue to pursue ""other alternatives"" to sell the five core companies and that a group of senior executives plans to make a proposal to purchase three of the companies -- Integrated Resources Equity Corp., Resources Trust Co. and Integrated Resources Asset Management Corp.","O-Integrated O-said O-that O-it O-would O-continue O-to O-pursue O-"" O-other O-alternatives O-"" O-to O-sell O-the B-CD-five O-core O-companies O-and O-that O-a O-group O-of O-senior O-executives O-plans O-to O-make O-a O-proposal O-to O-purchase B-CD-three O-of O-the O-companies O-- X-- O-Integrated O-Resources O-Equity O-Corp X-. O-, O-Resources O-Trust O-Co X-. O-and O-Integrated O-Resources O-As X-##set O-Management O-Corp O-."
Integrated also said it expects to report a second-quarter loss wider than the earlier estimate of about $600 million.,O-Integrated O-also O-said O-it O-expects O-to O-report O-a O-second X-- X-quarter O-loss O-wider O-than O-the O-earlier O-estimate O-of O-about O-$ B-CD-600 B-CD-million O-.
"The unit is a loosely constructed group of about 3,900 independent brokers and financial planners who sell insurance, annuities, limited partnerships, mutual funds and other investments for Integrated and other firms.","O-The O-unit O-is O-a O-loosely O-constructed O-group O-of O-about B-CD-3 X-, X-900 O-independent O-broker X-##s O-and O-financial O-plan X-##ners O-who O-sell O-insurance O-, O-an X-##nu X-##ities O-, O-limited O-partnerships O-, O-mutual O-funds O-and O-other O-investments O-for O-Integrated O-and O-other O-firms O-."
Whitehall cited concerns about how long Integrated would be able to hold together the sales force as one reason its talks with Integrated failed.,O-White X-##hall O-cited O-concerns O-about O-how O-long O-Integrated O-would O-be O-able O-to O-hold O-together O-the O-sales O-force O-as B-CD-one O-reason O-its O-talks O-with O-Integrated O-failed O-.
"In composite trading on the New York Stock Exchange yesterday, Integrated closed at $1.25 a share, down 25 cents.","O-In O-composite O-trading O-on O-the O-New O-York O-Stock O-Exchange O-yesterday O-, O-Integrated O-closed O-at O-$ B-CD-1 X-. X-25 O-a O-share O-, O-down B-CD-25 O-cents O-."
"Integrated has been struggling to avoid a bankruptcy-law filing since June, when it failed to make interest payments on nearly $1 billion of debt.","O-Integrated O-has O-been O-struggling O-to O-avoid O-a O-bankruptcy X-- X-law O-filing O-since O-June O-, O-when O-it O-failed O-to O-make O-interest O-payments O-on O-nearly O-$ B-CD-1 B-CD-billion O-of O-debt O-."
Integrated senior and junior creditors are owed a total of about $1.8 billion.,O-Integrated O-senior O-and O-junior O-creditors O-are O-owed O-a O-total O-of O-about O-$ B-CD-1 X-. X-8 B-CD-billion O-.
"ONE LIBERTY PROPERTIES Inc. declared a dividend of 40 cents a share on its $16.50 cumulative convertible preferred stock, payable Jan. 2 to stock of record Dec. 8.","B-CD-ONE O-L X-##IB X-##ER X-##TY O-PR X-##OP X-##ER X-##TI X-##ES O-Inc O-. O-declared O-a O-divide X-##nd O-of B-CD-40 O-cents O-a O-share O-on O-its O-$ B-CD-16 X-. X-50 O-cumulative O-convertible O-preferred O-stock O-, O-pay X-##able O-Jan X-. B-CD-2 O-to O-stock O-of O-record O-Dec X-. B-CD-8 O-."
"And they won't consider such a dividend, the trust added, before results are available for the first quarter of 1990.","O-And O-they O-w X-##o O-n X-' X-t O-consider O-such O-a O-divide X-##nd O-, O-the O-trust O-added O-, O-before O-results O-are O-available O-for O-the O-first O-quarter O-of B-CD-1990 O-."
"According to a spokesman, One Liberty will have paid out as dividends the required amount of its taxable income to maintain its legal status as a real estate investment trust.","O-According O-to O-a O-spokesman O-, B-CD-One O-Liberty O-will O-have O-paid O-out O-as O-divide X-##nds O-the O-required O-amount O-of O-its O-taxa X-##ble O-income O-to O-maintain O-its O-legal O-status O-as O-a O-real O-estate O-investment O-trust O-."
